,Store Name,Department,customer_time,Age_Group,Day_Name,Count of employees across each condition,Employee Salary,Count of employees across each store,Avg sales across each store,Count of Customers,Employee to sales ratio,Predicted Values
2703,FIPL 24,Manager,Morning Shift (10 AM - 12 PM),Female (50-65),Monday,1,594931098,1,427.7804750593824,90,427.7804750593824,1.0
2704,FIPL 24,Manager,Morning Shift (10 AM - 12 PM),Female (50-65),Saturday,1,594931098,1,427.7804750593824,140,427.7804750593824,1.0
2705,FIPL 24,Manager,Morning Shift (10 AM - 12 PM),Female (50-65),Sunday,1,594931098,1,427.7804750593824,60,427.7804750593824,1.0
2706,FIPL 24,Manager,Morning Shift (10 AM - 12 PM),Female (50-65),Thursday,1,594931098,1,427.7804750593824,110,427.7804750593824,1.0
2707,FIPL 24,Manager,Morning Shift (10 AM - 12 PM),Female (50-65),Tuesday,1,594931098,1,427.7804750593824,60,427.7804750593824,1.0
2708,FIPL 24,Manager,Morning Shift (10 AM - 12 PM),Female (50-65),Wednesday,1,594931098,1,427.7804750593824,90,427.7804750593824,1.0
2709,FIPL 24,Manager,Night Shift (6 PM - 9 PM),Female (50-65),Friday,1,594931098,1,427.7804750593824,280,427.7804750593824,1.0
2710,FIPL 24,Manager,Night Shift (6 PM - 9 PM),Female (50-65),Monday,1,594931098,1,427.7804750593824,310,427.7804750593824,1.0
2711,FIPL 24,Manager,Night Shift (6 PM - 9 PM),Female (50-65),Saturday,1,594931098,1,427.7804750593824,300,427.7804750593824,1.0
2712,FIPL 24,Manager,Night Shift (6 PM - 9 PM),Female (50-65),Sunday,1,594931098,1,427.7804750593824,300,427.7804750593824,1.0
2713,FIPL 24,Manager,Night Shift (6 PM - 9 PM),Female (50-65),Thursday,1,594931098,1,427.7804750593824,310,427.7804750593824,1.0
2714,FIPL 24,Manager,Night Shift (6 PM - 9 PM),Female (50-65),Tuesday,1,594931098,1,427.7804750593824,300,427.7804750593824,1.0
2715,FIPL 24,Manager,Night Shift (6 PM - 9 PM),Female (50-65),Wednesday,1,594931098,1,427.7804750593824,230,427.7804750593824,1.0
2716,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Friday,2,1318102585,3,427.7804750593824,40,142.5934916864608,1.57
2717,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Monday,2,1318102585,3,427.7804750593824,110,142.5934916864608,1.57
2718,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Saturday,2,1318102585,3,427.7804750593824,80,142.5934916864608,1.57
2719,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Sunday,2,1318102585,3,427.7804750593824,50,142.5934916864608,1.57
2720,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Thursday,2,1318102585,3,427.7804750593824,90,142.5934916864608,1.57
2721,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Tuesday,2,1318102585,3,427.7804750593824,70,142.5934916864608,1.57
2722,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Wednesday,2,1318102585,3,427.7804750593824,40,142.5934916864608,1.57
2723,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Friday,1,1318102585,3,427.7804750593824,40,142.5934916864608,1.0
2724,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,1,1318102585,3,427.7804750593824,110,142.5934916864608,1.0
2725,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,1,1318102585,3,427.7804750593824,80,142.5934916864608,1.0
2726,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Sunday,1,1318102585,3,427.7804750593824,50,142.5934916864608,1.0
2727,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Thursday,1,1318102585,3,427.7804750593824,90,142.5934916864608,1.0
2728,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Tuesday,1,1318102585,3,427.7804750593824,70,142.5934916864608,1.0
2729,FIPL 24,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Wednesday,1,1318102585,3,427.7804750593824,40,142.5934916864608,1.0
2730,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Friday,2,1318102585,3,427.7804750593824,160,142.5934916864608,1.57
2731,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Monday,2,1318102585,3,427.7804750593824,200,142.5934916864608,1.57
2732,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Saturday,2,1318102585,3,427.7804750593824,160,142.5934916864608,1.57
2733,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Sunday,2,1318102585,3,427.7804750593824,140,142.5934916864608,1.57
2734,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Thursday,2,1318102585,3,427.7804750593824,140,142.5934916864608,1.57
2735,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Tuesday,2,1318102585,3,427.7804750593824,120,142.5934916864608,1.57
2736,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Wednesday,2,1318102585,3,427.7804750593824,150,142.5934916864608,1.57
2737,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Friday,1,1318102585,3,427.7804750593824,160,142.5934916864608,1.0
2738,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Monday,1,1318102585,3,427.7804750593824,200,142.5934916864608,1.0
2739,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Saturday,1,1318102585,3,427.7804750593824,160,142.5934916864608,1.0
2740,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Sunday,1,1318102585,3,427.7804750593824,140,142.5934916864608,1.0
2741,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Thursday,1,1318102585,3,427.7804750593824,140,142.5934916864608,1.0
2742,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Tuesday,1,1318102585,3,427.7804750593824,120,142.5934916864608,1.0
2743,FIPL 24,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Wednesday,1,1318102585,3,427.7804750593824,150,142.5934916864608,1.0
2744,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Friday,2,1318102585,3,427.7804750593824,80,142.5934916864608,1.57
2745,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Monday,2,1318102585,3,427.7804750593824,90,142.5934916864608,1.57
2746,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Saturday,2,1318102585,3,427.7804750593824,140,142.5934916864608,1.57
2747,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Sunday,2,1318102585,3,427.7804750593824,60,142.5934916864608,1.57
2748,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Thursday,2,1318102585,3,427.7804750593824,110,142.5934916864608,1.57
2749,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Tuesday,2,1318102585,3,427.7804750593824,60,142.5934916864608,1.57
2750,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Wednesday,2,1318102585,3,427.7804750593824,90,142.5934916864608,1.57
2751,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Friday,1,1318102585,3,427.7804750593824,80,142.5934916864608,1.0
2752,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Monday,1,1318102585,3,427.7804750593824,90,142.5934916864608,1.0
2753,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Saturday,1,1318102585,3,427.7804750593824,140,142.5934916864608,1.0
2754,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Sunday,1,1318102585,3,427.7804750593824,60,142.5934916864608,1.0
2755,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Thursday,1,1318102585,3,427.7804750593824,110,142.5934916864608,1.0
2756,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Tuesday,1,1318102585,3,427.7804750593824,60,142.5934916864608,1.0
2757,FIPL 24,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Wednesday,1,1318102585,3,427.7804750593824,90,142.5934916864608,1.0
2758,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Friday,2,1318102585,3,427.7804750593824,280,142.5934916864608,1.57
2759,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Monday,2,1318102585,3,427.7804750593824,310,142.5934916864608,1.57
2760,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Saturday,2,1318102585,3,427.7804750593824,300,142.5934916864608,1.57
2761,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Sunday,2,1318102585,3,427.7804750593824,300,142.5934916864608,1.57
2762,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Thursday,2,1318102585,3,427.7804750593824,310,142.5934916864608,1.57
2763,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Tuesday,2,1318102585,3,427.7804750593824,300,142.5934916864608,1.57
2764,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Wednesday,2,1318102585,3,427.7804750593824,230,142.5934916864608,1.57
2765,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Friday,1,1318102585,3,427.7804750593824,280,142.5934916864608,1.0
2766,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Monday,1,1318102585,3,427.7804750593824,310,142.5934916864608,1.0
2767,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Saturday,1,1318102585,3,427.7804750593824,300,142.5934916864608,1.0
2768,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Sunday,1,1318102585,3,427.7804750593824,300,142.5934916864608,1.0
2769,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Thursday,1,1318102585,3,427.7804750593824,310,142.5934916864608,1.0
2770,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Tuesday,1,1318102585,3,427.7804750593824,300,142.5934916864608,1.0
2771,FIPL 24,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Wednesday,1,1318102585,3,427.7804750593824,230,142.5934916864608,1.0
2996,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Friday,1,784462968,4,449.40715859030837,63,112.35178964757709,1.28
2997,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Monday,1,784462968,4,449.40715859030837,56,112.35178964757709,1.28
2998,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Saturday,1,784462968,4,449.40715859030837,42,112.35178964757709,1.28
2999,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Sunday,1,784462968,4,449.40715859030837,77,112.35178964757709,1.28
3000,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Thursday,1,784462968,4,449.40715859030837,98,112.35178964757709,1.28
3001,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Tuesday,1,784462968,4,449.40715859030837,42,112.35178964757709,1.28
3002,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Wednesday,1,784462968,4,449.40715859030837,21,112.35178964757709,1.28
3003,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Friday,3,784462968,4,449.40715859030837,63,112.35178964757709,2.64
3004,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,3,784462968,4,449.40715859030837,56,112.35178964757709,2.64
3005,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,3,784462968,4,449.40715859030837,42,112.35178964757709,2.64
3006,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Sunday,3,784462968,4,449.40715859030837,77,112.35178964757709,2.64
3007,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Thursday,3,784462968,4,449.40715859030837,98,112.35178964757709,2.64
3008,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Tuesday,3,784462968,4,449.40715859030837,42,112.35178964757709,2.64
3009,FIPL 26,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Wednesday,3,784462968,4,449.40715859030837,21,112.35178964757709,2.64
3010,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Friday,1,784462968,4,449.40715859030837,84,112.35178964757709,1.28
3011,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Monday,1,784462968,4,449.40715859030837,91,112.35178964757709,1.28
3012,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Saturday,1,784462968,4,449.40715859030837,112,112.35178964757709,1.28
3013,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Sunday,1,784462968,4,449.40715859030837,140,112.35178964757709,1.28
3014,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Thursday,1,784462968,4,449.40715859030837,140,112.35178964757709,1.28
3015,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Tuesday,1,784462968,4,449.40715859030837,112,112.35178964757709,1.28
3016,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Wednesday,1,784462968,4,449.40715859030837,105,112.35178964757709,1.28
3017,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Friday,3,784462968,4,449.40715859030837,84,112.35178964757709,2.64
3018,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Monday,3,784462968,4,449.40715859030837,91,112.35178964757709,2.64
3019,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Saturday,3,784462968,4,449.40715859030837,112,112.35178964757709,2.64
3020,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Sunday,3,784462968,4,449.40715859030837,140,112.35178964757709,2.64
3021,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Thursday,3,784462968,4,449.40715859030837,140,112.35178964757709,2.64
3022,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Tuesday,3,784462968,4,449.40715859030837,112,112.35178964757709,2.64
3023,FIPL 26,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Wednesday,3,784462968,4,449.40715859030837,105,112.35178964757709,2.64
3024,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Friday,1,784462968,4,449.40715859030837,70,112.35178964757709,1.28
3025,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Monday,1,784462968,4,449.40715859030837,98,112.35178964757709,1.28
3026,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Saturday,1,784462968,4,449.40715859030837,70,112.35178964757709,1.28
3027,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Sunday,1,784462968,4,449.40715859030837,84,112.35178964757709,1.28
3028,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Thursday,1,784462968,4,449.40715859030837,84,112.35178964757709,1.28
3029,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Tuesday,1,784462968,4,449.40715859030837,49,112.35178964757709,1.28
3030,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Wednesday,1,784462968,4,449.40715859030837,98,112.35178964757709,1.28
3031,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Friday,3,784462968,4,449.40715859030837,70,112.35178964757709,2.64
3032,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Monday,3,784462968,4,449.40715859030837,98,112.35178964757709,2.64
3033,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Saturday,3,784462968,4,449.40715859030837,70,112.35178964757709,2.64
3034,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Sunday,3,784462968,4,449.40715859030837,84,112.35178964757709,2.64
3035,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Thursday,3,784462968,4,449.40715859030837,84,112.35178964757709,2.64
3036,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Tuesday,3,784462968,4,449.40715859030837,49,112.35178964757709,2.64
3037,FIPL 26,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Wednesday,3,784462968,4,449.40715859030837,98,112.35178964757709,2.64
3038,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Friday,1,784462968,4,449.40715859030837,189,112.35178964757709,1.28
3039,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Monday,1,784462968,4,449.40715859030837,266,112.35178964757709,1.28
3040,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Saturday,1,784462968,4,449.40715859030837,147,112.35178964757709,1.28
3041,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Sunday,1,784462968,4,449.40715859030837,287,112.35178964757709,1.28
3042,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Thursday,1,784462968,4,449.40715859030837,224,112.35178964757709,1.28
3043,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Tuesday,1,784462968,4,449.40715859030837,147,112.35178964757709,1.28
3044,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Wednesday,1,784462968,4,449.40715859030837,182,112.35178964757709,1.28
3045,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Friday,3,784462968,4,449.40715859030837,189,112.35178964757709,2.64
3046,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Monday,3,784462968,4,449.40715859030837,266,112.35178964757709,2.64
3047,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Saturday,3,784462968,4,449.40715859030837,147,112.35178964757709,2.64
3048,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Sunday,3,784462968,4,449.40715859030837,287,112.35178964757709,2.64
3049,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Thursday,3,784462968,4,449.40715859030837,224,112.35178964757709,2.64
3050,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Tuesday,3,784462968,4,449.40715859030837,147,112.35178964757709,2.64
3051,FIPL 26,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Wednesday,3,784462968,4,449.40715859030837,182,112.35178964757709,2.64
3052,FIPL 26,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Friday,1,665693390,1,449.40715859030837,63,449.40715859030837,1.0
3053,FIPL 26,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,1,665693390,1,449.40715859030837,56,449.40715859030837,1.0
3054,FIPL 26,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,1,665693390,1,449.40715859030837,42,449.40715859030837,1.0
3055,FIPL 26,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Sunday,1,665693390,1,449.40715859030837,77,449.40715859030837,1.0
3056,FIPL 26,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Thursday,1,665693390,1,449.40715859030837,98,449.40715859030837,1.0
3057,FIPL 26,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Tuesday,1,665693390,1,449.40715859030837,42,449.40715859030837,1.0
3058,FIPL 26,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Wednesday,1,665693390,1,449.40715859030837,21,449.40715859030837,1.0
3059,FIPL 26,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Friday,1,665693390,1,449.40715859030837,84,449.40715859030837,1.0
3060,FIPL 26,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Monday,1,665693390,1,449.40715859030837,91,449.40715859030837,1.0
3061,FIPL 26,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Saturday,1,665693390,1,449.40715859030837,112,449.40715859030837,1.0
3062,FIPL 26,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Sunday,1,665693390,1,449.40715859030837,140,449.40715859030837,1.0
3063,FIPL 26,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Thursday,1,665693390,1,449.40715859030837,140,449.40715859030837,1.0
3064,FIPL 26,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Tuesday,1,665693390,1,449.40715859030837,112,449.40715859030837,1.0
3065,FIPL 26,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Wednesday,1,665693390,1,449.40715859030837,105,449.40715859030837,1.0
3066,FIPL 26,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Friday,1,665693390,1,449.40715859030837,70,449.40715859030837,1.0
3067,FIPL 26,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Monday,1,665693390,1,449.40715859030837,98,449.40715859030837,1.0
3068,FIPL 26,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Saturday,1,665693390,1,449.40715859030837,70,449.40715859030837,1.0
3069,FIPL 26,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Sunday,1,665693390,1,449.40715859030837,84,449.40715859030837,1.0
3070,FIPL 26,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Thursday,1,665693390,1,449.40715859030837,84,449.40715859030837,1.0
3071,FIPL 26,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Tuesday,1,665693390,1,449.40715859030837,49,449.40715859030837,1.0
3072,FIPL 26,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Wednesday,1,665693390,1,449.40715859030837,98,449.40715859030837,1.0
3073,FIPL 26,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Friday,1,665693390,1,449.40715859030837,189,449.40715859030837,1.0
3074,FIPL 26,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Monday,1,665693390,1,449.40715859030837,266,449.40715859030837,1.0
3075,FIPL 26,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Saturday,1,665693390,1,449.40715859030837,147,449.40715859030837,1.0
3076,FIPL 26,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Sunday,1,665693390,1,449.40715859030837,287,449.40715859030837,1.0
3077,FIPL 26,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Thursday,1,665693390,1,449.40715859030837,224,449.40715859030837,1.0
3078,FIPL 26,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Tuesday,1,665693390,1,449.40715859030837,147,449.40715859030837,1.0
3079,FIPL 26,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Wednesday,1,665693390,1,449.40715859030837,182,449.40715859030837,1.0
3080,FIPL 26,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Friday,2,684943444,2,449.40715859030837,63,224.70357929515419,1.43
3081,FIPL 26,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Monday,2,684943444,2,449.40715859030837,56,224.70357929515419,1.43
3082,FIPL 26,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Saturday,2,684943444,2,449.40715859030837,42,224.70357929515419,1.43
3083,FIPL 26,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Sunday,2,684943444,2,449.40715859030837,77,224.70357929515419,1.43
3084,FIPL 26,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Thursday,2,684943444,2,449.40715859030837,98,224.70357929515419,1.43
3085,FIPL 26,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Tuesday,2,684943444,2,449.40715859030837,42,224.70357929515419,1.43
3086,FIPL 26,Supervisor,Afternoon Shift (12 PM - 3 PM),Female (23-50),Wednesday,2,684943444,2,449.40715859030837,21,224.70357929515419,1.43
3087,FIPL 26,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Friday,2,684943444,2,449.40715859030837,84,224.70357929515419,1.43
3088,FIPL 26,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Monday,2,684943444,2,449.40715859030837,91,224.70357929515419,1.43
3089,FIPL 26,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Saturday,2,684943444,2,449.40715859030837,112,224.70357929515419,1.43
3090,FIPL 26,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Sunday,2,684943444,2,449.40715859030837,140,224.70357929515419,1.43
3091,FIPL 26,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Thursday,2,684943444,2,449.40715859030837,140,224.70357929515419,1.43
3092,FIPL 26,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Tuesday,2,684943444,2,449.40715859030837,112,224.70357929515419,1.43
3093,FIPL 26,Supervisor,Evening Shift (3 PM - 6 PM),Female (23-50),Wednesday,2,684943444,2,449.40715859030837,105,224.70357929515419,1.43
3094,FIPL 26,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Friday,2,684943444,2,449.40715859030837,70,224.70357929515419,1.43
3095,FIPL 26,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Monday,2,684943444,2,449.40715859030837,98,224.70357929515419,1.43
3096,FIPL 26,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Saturday,2,684943444,2,449.40715859030837,70,224.70357929515419,1.43
3097,FIPL 26,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Sunday,2,684943444,2,449.40715859030837,84,224.70357929515419,1.43
3098,FIPL 26,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Thursday,2,684943444,2,449.40715859030837,84,224.70357929515419,1.43
3099,FIPL 26,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Tuesday,2,684943444,2,449.40715859030837,49,224.70357929515419,1.43
3100,FIPL 26,Supervisor,Morning Shift (10 AM - 12 PM),Female (23-50),Wednesday,2,684943444,2,449.40715859030837,98,224.70357929515419,1.43
3101,FIPL 26,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Friday,2,684943444,2,449.40715859030837,189,224.70357929515419,1.43
3102,FIPL 26,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Monday,2,684943444,2,449.40715859030837,266,224.70357929515419,1.43
3103,FIPL 26,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Saturday,2,684943444,2,449.40715859030837,147,224.70357929515419,1.43
3104,FIPL 26,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Sunday,2,684943444,2,449.40715859030837,287,224.70357929515419,1.43
3105,FIPL 26,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Thursday,2,684943444,2,449.40715859030837,224,224.70357929515419,1.43
3106,FIPL 26,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Tuesday,2,684943444,2,449.40715859030837,147,224.70357929515419,1.43
3107,FIPL 26,Supervisor,Night Shift (6 PM - 9 PM),Female (23-50),Wednesday,2,684943444,2,449.40715859030837,182,224.70357929515419,1.43
3276,FIPL 28,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Friday,5,1134904415,5,444.0580224719101,100,88.81160449438201,2.56
3277,FIPL 28,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,5,1134904415,5,444.0580224719101,90,88.81160449438201,2.56
3278,FIPL 28,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,5,1134904415,5,444.0580224719101,110,88.81160449438201,2.56
